ID,ペア,is_sudden_severe,is_numbness,is_behavior,label_sudden_severe,label_numbness,label_behavior,投入先モデル,生成時に質問した症状,意味保持度,根拠保持度,表現多様度
sudden_severe_1_0001,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、さっき急に我慢できないほど強い頭痛が出たと家族が言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,High,Low
sudden_severe_1_0002,"Dispatcher: さっきまで普通だったのに、急にひどい頭痛になった感じですか？
Caller: はい、同僚が会議中にいきなり頭を押さえて、今までにないくらい痛いと言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,High,High
sudden_severe_1_0003,"Dispatcher: 激しい頭痛が突然始まりましたか？
Caller: はい、急に耐えられないほどの頭痛が来たと本人が言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,High,Low
sudden_severe_1_0004,"Dispatcher: 頭痛は急に強く出たものですか？
Caller: はい、友人と話していたら突然うずくまって、いきなりものすごく痛いと言い出しました。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,High,High
sudden_severe_1_0005,"Dispatcher: 頭の痛みは、突然の激しい痛みですか？
Caller: はい、さっきまで平気だったのに急に我慢できないくらいの頭痛になっています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,High,High
sudden_severe_2_0006,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、朝から少しずつ痛くなってきたようで、急にではないです。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,Low,High
sudden_severe_2_0007,"Dispatcher: いつもの軽い頭痛ということでよいですか？
Caller: そんな感じで、昼頃からじわじわ痛んできたと言っています。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,Low,Low,High
sudden_severe_2_0008,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: いいえ、急にではなく、だんだん痛くなっています。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,Low,Low
sudden_severe_2_0009,"Dispatcher: いつもの軽い頭痛ということでよいですか？
Caller: はい、夫は前からある頭痛に近いと言っていて、急に強くなったわけではありません。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,Low,High,High
sudden_severe_2_0010,"Dispatcher: 普通の頭痛という感じですか？
Caller: はい、母は夕方から徐々に痛くなっただけで、突然ひどくなったわけではないです。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,Low,High,High
sudden_severe_3_0011,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: 激しい痛みが突然起こったかは分かりません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,High,Low
sudden_severe_3_0012,"Dispatcher: いつもの軽い頭痛ということでよいですか？
Caller: そこまでは分からず、急に強くなったのかどうか確認できていません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,Low,High
sudden_severe_3_0013,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: 突然だったのか、強い痛みなのかはまだ確認できていません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,High,Low
sudden_severe_3_0014,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 本人から頭が痛いとだけ連絡があって、急にひどくなったかは分かりません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,High,Low,Low
sudden_severe_3_0015,"Dispatcher: さっきまで普通だったのに、急に我慢できないほど頭が痛くなった感じですか？
Caller: 弟からメッセージで頭痛とだけ来ていて、始まり方や痛みの強さまでは確認できていません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,High,High,High
sudden_severe_0_0016,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: はい、父が右腕にしびれがあって、うまく力が入らないと言っています。",True,False,False,0,0,0,is_sudden_severe,is_numbness,High,Low,High
sudden_severe_0_0017,"Dispatcher: 何か変わったことはありますか？
Caller: はい、受け答えがいつもよりちぐはぐで、落ち着きなく同じことを繰り返しています。",True,False,False,0,0,0,is_sudden_severe,is_behavior,Low,Low,Low
sudden_severe_0_0018,"Dispatcher: 何か変わったことはありますか？
Caller: 頭が痛いと聞いただけで、普段と違う様子があるかまではまだ分かりません。",True,False,False,0,0,0,is_sudden_severe,is_behavior,Low,Low,High
sudden_severe_0_0019,"Dispatcher: 片側の手足にしびれや動かしにくさはありますか？
Caller: いいえ、妻の手足は左右とも普通に動いていて、しびれもないです。",True,False,False,0,0,0,is_sudden_severe,is_numbness,High,High,High
sudden_severe_0_0020,"Dispatcher: いつもより元気で普通に過ごしていますか？
Caller: いいえ、普段ははっきり話すのに、今はぼんやりして返事がおかしいです。",True,False,False,0,0,0,is_sudden_severe,is_behavior,Low,Low,High
sudden_severe_1_0021,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、急にものすごい頭痛が始まって、本人も耐えられないと言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,High,Low
sudden_severe_1_0022,"Dispatcher: いつもの頭痛とは違って、急にかなり強い痛みになった感じですか？
Caller: はい、妹が急に今までで一番痛いと言って座り込んでしまいました。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,Low,High
sudden_severe_1_0023,"Dispatcher: 頭痛は急に強く出たものですか？
Caller: はい、さっき急にひどくなって、かなり強い痛みみたいです。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,Low,High
sudden_severe_1_0024,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: はい、急にすごく痛い頭痛が出ています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,Low,Low
sudden_severe_1_0025,"Dispatcher: さっきまで普通だったのに、急に強い頭痛になりましたか？
Caller: はい、同居している母が突然頭を抱えて、我慢できないくらい痛いと言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,Low,High
sudden_severe_2_0026,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、急な痛みではなく、前から続いている頭痛です。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,Low,Low
sudden_severe_2_0027,"Dispatcher: いつもの軽い頭痛ということでよいですか？
Caller: そうです、本人は前にもあったような痛みで、急にひどくなった感じではないと言っています。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,Low,Low,High
sudden_severe_2_0028,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、部活のあとから少しずつ痛くなってきたようで、いきなりではありません。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,Low,High
sudden_severe_2_0029,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、祖母は昨日から鈍く痛むと言っていて、突然の激痛ではありません。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,High,High
sudden_severe_2_0030,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、今朝から少し頭が重いと言っていただけで、急に強い痛みが出たわけではないです。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,Low,High
sudden_severe_3_0031,"Dispatcher: いつもの頭痛ということでよいですか？
Caller: そこまでは分かりません。急に強くなったのかどうかは確認できていません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,Low,Low
sudden_severe_3_0032,"Dispatcher: いつもの頭痛ではなく、急にひどくなった感じですか？
Caller: 職場から連絡を受けただけで、痛みが突然だったのか、強さがどの程度かまでは分かりません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,High,High
sudden_severe_3_0033,"Dispatcher: 軽い頭痛ではなく、急に強い痛みが出た感じですか？
Caller: メッセージで頭が痛いと来ただけなので、そのあたりは分かりません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,Low,High
sudden_severe_3_0034,"Dispatcher: 急に我慢できないくらい痛くなったんですか？
Caller: 本人とまだ少ししか話せていなくて、急だったかどうかは聞けていません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,Low,High
sudden_severe_3_0035,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: 激しいのか、急に始まったのかはまだ確認できていません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,High,Low
sudden_severe_0_0036,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: はい、左腕がしびれていて、左足にも力が入りにくいです。",True,False,False,0,0,0,is_sudden_severe,is_numbness,High,High,Low
sudden_severe_0_0037,"Dispatcher: 受け答えが変だったり、いつもと違う様子はありますか？
Caller: いいえ、同僚の私が見ている限り、話し方も行動も普段どおりです。",True,False,False,0,0,0,is_sudden_severe,is_behavior,Low,High,High
sudden_severe_0_0038,"Dispatcher: 普段と違う振る舞いや様子はありますか？
Caller: はい、母なんですが、さっきから質問にうまく答えられず、落ち着きなく同じことを繰り返しています。",True,False,False,0,0,0,is_sudden_severe,is_behavior,High,High,Low
sudden_severe_0_0039,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: 兄から頭痛いと電話が来ただけで、私は現場にいないのでしびれや麻痺があるかは分かりません。",True,False,False,0,0,0,is_sudden_severe,is_numbness,High,High,High
sudden_severe_0_0040,"Dispatcher: 普通に手足は動かせていますか？
Caller: ビデオ通話ではなく音声だけなので、しびれや動かしにくさまでは確認できていません。",True,False,False,0,0,0,is_sudden_severe,is_numbness,Low,High,High
sudden_severe_1_0041,"Dispatcher: 急にひどい頭痛が来た感じですか？
Caller: はい、さっきまで普通だったのに、突然ものすごく痛いと言ってうずくまりました。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,High,Low
sudden_severe_1_0042,"Dispatcher: いつもの頭痛ではなく、急に耐えられないほど強い痛みが出たんですか？
Caller: はい、同僚が会議中にいきなり頭を押さえて、今までで一番痛いと言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,High,High
sudden_severe_1_0043,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: はい、急にひどい頭痛が出ました。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,Low,Low
sudden_severe_1_0044,"Dispatcher: さっきから少しずつではなく、急に強い頭痛になったんですか？
Caller: はい、突然すごく痛いと言い出しました。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,Low,High
sudden_severe_1_0045,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、夫が食事中に急に頭を抱えて、我慢できないほど痛いと訴えました。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,High,High
sudden_severe_2_0046,"Dispatcher: 軽い頭痛ではなく、急に強くなった感じですか？
Caller: いいえ、朝からじわじわ痛くなってきたもので、突然のひどい痛みではありません。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,Low,High,High
sudden_severe_2_0047,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、父は昨日から鈍い頭痛が続いているだけで、急に強く出たわけではないです。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,High,High
sudden_severe_2_0048,"Dispatcher: さっきまで普通だったのに、急に我慢できないほど頭が痛くなった感じですか？
Caller: いいえ、友人は昼ごろから少しずつ痛くなったと言っていて、急激な痛みではありません。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,High,High
sudden_severe_2_0049,"Dispatcher: 急にひどい頭痛が来たんですか？
Caller: いいえ、急な感じではなく前から痛がっていました。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,Low,High
sudden_severe_2_0050,"Dispatcher: 頭の痛みは突然の激しいものですか？
Caller: いいえ、急にではないです。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,Low,Low
sudden_severe_3_0051,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: すみません、本人から頭が痛いとだけ聞いていて、急に始まったのか、どれほど強いのかは分かりません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,High,High,Low
sudden_severe_3_0052,"Dispatcher: 急にひどい頭痛が出たんですか？
Caller: そこまでは聞けておらず、突然かどうかは分かりません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,High,Low,Low
sudden_severe_3_0053,"Dispatcher: さっきまで普通だったのに、急に我慢できないほど頭が痛くなった感じですか？
Caller: 娘から泣きながら電話が来ただけで、始まり方や痛みの強さまでは私には確認できません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,High,High,High
sudden_severe_3_0054,"Dispatcher: いつもの頭痛ではなく、急に強くなったんですか？
Caller: 分かりません。頭痛があることしか聞いていません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,Low,Low
sudden_severe_3_0055,"Dispatcher: 軽い痛みではなく、急に激しい頭痛になった感じですか？
Caller: 本人は別の部屋で休んでいて、私はまだ詳しく聞けていないので突然かどうか分かりません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,Low,High
sudden_severe_0_0056,"Dispatcher: 普段と違う振る舞いや様子はありますか？
Caller: はい、父が質問しても話がかみ合わず、ぼんやりしていていつもと明らかに違います。",True,False,False,0,0,0,is_sudden_severe,is_behavior,High,High,Low
sudden_severe_0_0057,"Dispatcher: 受け答えが変だったり、いつもと違う行動をしていますか？
Caller: はい、同僚なんですが、急に同じ書類を何度も探し始めて、呼びかけても返事がちぐはぐです。",True,False,False,0,0,0,is_sudden_severe,is_behavior,High,High,High
sudden_severe_0_0058,"Dispatcher: 何か変わった様子はありますか？
Caller: はい、妻の受け答えがいつもよりおかしくて、話がまとまりません。",True,False,False,0,0,0,is_sudden_severe,is_behavior,Low,High,Low
sudden_severe_0_0059,"Dispatcher: 片側の手足にしびれや動かしにくさはありますか？
Caller: 友人から頭痛の連絡を受けただけで、しびれや麻痺があるかどうかまでは聞けていません。",True,False,False,0,0,0,is_sudden_severe,is_numbness,High,Low,High
sudden_severe_0_0060,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: いいえ、母の手足は左右とも普通に動いていて、しびれもないと言っています。",True,False,False,0,0,0,is_sudden_severe,is_numbness,High,High,High
sudden_severe_1_0061,"Dispatcher: いきなり耐えられないくらい頭が痛くなった感じですか？
Caller: はい、夫がさっき急に頭を押さえて、今までにないくらいひどい痛みだと言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,Low,High
sudden_severe_1_0062,"Dispatcher: 急に起きた強い頭痛でしょうか？
Caller: はい、同僚が会議中に突然頭が割れるように痛いと言い出して、その場でうずくまるほどでした。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,High,High
sudden_severe_1_0063,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: はい、母が急に我慢できないほど頭が痛いと言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,High,Low
sudden_severe_1_0064,"Dispatcher: いつもの頭痛ではなく、急にひどくなった感じですか？
Caller: はい、弟が急にものすごく痛いと言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,Low,Low
sudden_severe_1_0065,"Dispatcher: さっきまで普通だったのに、急に強い頭痛が出たんですか？
Caller: はい、友人が突然ひどい頭痛で動けないと言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,Low,High
sudden_severe_2_0066,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、朝から少しずつ痛くなってきたようで、急にひどくなったわけではありません。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,Low,High
sudden_severe_2_0067,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、父は昨日からじわじわ痛いと言っていて、急に強くなった頭痛ではありません。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,High,Low
sudden_severe_2_0068,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、妻は夕方から徐々に痛くなったと言っていて、突然の激しい痛みではないです。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,High,Low
sudden_severe_2_0069,"Dispatcher: 急に我慢できないほどの頭痛が出た感じですか？
Caller: いいえ、同僚は昼ごろから重い感じが続いているだけで、急激に起きた強い痛みではないです。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,High,High
sudden_severe_2_0070,"Dispatcher: 頭痛は突然の激しいものですか？
Caller: いいえ、娘は前から少し痛いと言っていて、いきなり耐えられない痛みになったわけではありません。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,High,High
sudden_severe_3_0071,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 兄から頭痛がすると連絡を受けただけで、急に始まったのか強いのかまでは分かりません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,High,Low,High
sudden_severe_3_0072,"Dispatcher: 急に出た強い頭痛か確認できますか？
Caller: いいえ、本人は別の部屋で休んでいて会話できていないので、突然なのか激しいのかは確認できません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,High,High,High
sudden_severe_3_0073,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: それは分かりません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,Low,Low
sudden_severe_3_0074,"Dispatcher: さっきまで普通だったのに、急に我慢できないほど頭が痛くなった感じですか？
Caller: 友人から頭が痛いとだけメッセージが来ていて、始まり方や痛みの強さは確認できていません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,High,Low,High
sudden_severe_3_0075,"Dispatcher: いつもの軽い頭痛ということでよいですか？
Caller: そこまでは分からなくて、急にひどくなったのかどうかまだ聞けていません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,Low,High
sudden_severe_0_0076,"Dispatcher: 手足のしびれや動かしにくさはありますか？
Caller: はい、父は右手にしびれがあって、うまく力が入らないようです。",True,False,False,0,0,0,is_sudden_severe,is_numbness,Low,Low,Low
sudden_severe_0_0077,"Dispatcher: 右手だけ力が入らない、足がしびれる、そういった様子は確認できますか？
Caller: 本人が職場にいて私はそばにいないので、しびれや麻痺があるかは確認できません。",True,False,False,0,0,0,is_sudden_severe,is_numbness,Low,High,High
sudden_severe_0_0078,"Dispatcher: しびれや麻痺はありますか？
Caller: はい、母の左足がしびれて動かしにくいです。",True,False,False,0,0,0,is_sudden_severe,is_numbness,Low,High,Low
sudden_severe_0_0079,"Dispatcher: 受け答えが変だったり、いつもと違う様子はありますか？
Caller: 電話で頭が痛いと聞いただけなので、普段と違う振る舞いがあるかは分かりません。",True,False,False,0,0,0,is_sudden_severe,is_behavior,Low,Low,High
sudden_severe_0_0080,"Dispatcher: しびれや麻痺はありますか？
Caller: はい、弟は片方の手がしびれて、物をつかみにくいと言っています。",True,False,False,0,0,0,is_sudden_severe,is_numbness,Low,High,Low
sudden_severe_1_0081,"Dispatcher: 急に始まったひどい頭痛ですか？
Caller: はい、隣にいた同僚が突然後頭部を押さえて、耐えられない痛みだと言ってその場にしゃがみ込みました。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,High,High
sudden_severe_1_0082,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、夫が急に我慢できないほど痛いと言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,Low,Low
sudden_severe_1_0083,"Dispatcher: さっき急にものすごい頭痛が出た感じですか？
Caller: はい、母は洗い物をしていた途中で突然頭が割れるほど痛いと言って座り込んでしまいました。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,Low,High
sudden_severe_1_0084,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: はい、娘が急にすごく頭が痛いと言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,Low,Low
sudden_severe_1_0085,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、友人がさっき急に今までで一番ひどい頭痛だと言い出して、我慢できない様子です。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,High,Low
sudden_severe_2_0086,"Dispatcher: いきなり耐えられないほどの頭痛になったんですか？
Caller: いいえ、母は朝から少しずつ痛みが強くなったと言っていて、突然の激しい頭痛ではありません。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,Low,High,High
sudden_severe_2_0087,"Dispatcher: 急に起きた強い頭痛でしょうか？
Caller: いいえ、夫は昨日から重い感じが続いていて、急に始まった痛みではないです。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,Low,High,Low
sudden_severe_2_0088,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、息子は前から少しずつ痛いと言っていて、急に強い頭痛が出たわけではありません。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,Low,Low
sudden_severe_2_0089,"Dispatcher: 突然ガーンとくるような激しい頭痛でしたか？
Caller: いいえ、同居の祖母は昼過ぎからだんだん痛くなったと言っていて、急に起きた激痛ではないです。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,High,High
sudden_severe_2_0090,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、姉は今朝から徐々に痛くなったと言っていて、突然のひどい頭痛ではありません。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,High,Low
sudden_severe_3_0091,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 同僚から頭痛がすると連絡を受けただけで、急に始まったのか強い痛みなのかまでは分かりません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,High,Low,High
sudden_severe_3_0092,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 突然だったか、激しい痛みかは分かりません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,High,Low,Low
sudden_severe_3_0093,"Dispatcher: 頭の痛みは、急に出た強い痛みでしょうか？
Caller: 母は別の部屋にいて、頭が痛いとしか聞いていないので、急だったかどうかも痛みの強さも確認できていません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,High,Low,High
